Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2020,CA,California,Sutter,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,78.6,,,76.5,80.5,99063,06101,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-121.7039397 39.0361898)
2020,CA,California,Solano,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,64.1,,,62.1,66.2,451716,06095,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-121.939594 38.2672255)
2021,CA,California,Glenn,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,15.7,,,12.8,19.1,28805,06021,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-122.4016998 39.6025462)
2021,CA,California,Tehama,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,29.8,,,25.7,34.1,65498,06103,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-122.2322737 40.1261573)
2021,CA,California,Sacramento,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11.4,,,9.8,13.0,1588921,06067,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-121.3443291 38.4501363)
2021,CA,California,Lake,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.5,,,9.2,11.9,68766,06033,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-122.7467569 39.0948019)
2020,CA,California,Orange,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,66.8,,,64.0,69.4,3167809,06059,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-117.7772068 33.6756872)
2021,CA,California,El Dorado,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,10.8,,,8.2,13.8,193221,06017,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-120.5342245 38.7856116)
2021,CA,California,Nevada,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,10.9,,,9.0,13.0,103487,06057,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-120.7713429 39.2975082)
2021,CA,California,Madera,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.3,,,11.3,15.2,159410,06039,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-119.7498023 37.2098213)
2021,CA,California,Humboldt,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.7,,,9.4,12.2,136310,06023,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-123.9261757 40.7066554)
2021,CA,California,El Dorado,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,31.1,,,26.6,36.2,193221,06017,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-120.5342245 38.7856116)
2021,CA,California,Colusa,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.5,,,3.2,3.9,21917,06011,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-122.2375629 39.1777385)
2021,CA,California,Siskiyou,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.9,,,8.4,11.6,44118,06093,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-122.5332868 41.5879861)
2021,CA,California,Del Norte,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,7.4,,,6.6,8.4,28100,06015,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-123.9809983 41.7499033)
2020,CA,California,Tehama,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,35.4,,,28.5,42.9,65498,06103,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-122.2322737 40.1261573)
2021,CA,California,Kern,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,19.2,,,16.0,22.8,917673,06029,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-118.7295064 35.3466288)
2021,CA,California,Humboldt,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,20,,,16.1,24.2,136310,06023,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-123.9261757 40.7066554)
2021,CA,California,Kings,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,16.2,,,13.1,19.6,153443,06031,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-119.8155301 36.072478)
2020,CA,California,Mariposa,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,82.6,,,79.9,84.8,17147,06043,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-119.9117215 37.5743432)
2021,CA,California,Lassen,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.1,,,5.3,6.9,33159,06035,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-120.6212225 40.7152866)
2021,CA,California,Contra Costa,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,59.7,,,54.6,64.6,1161413,06013,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-121.9515431 37.919479)
2021,CA,California,Merced,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,7,,,6.1,7.9,286461,06047,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-120.7228019 37.1948063)
2020,CA,California,San Benito,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.3,,,31.0,33.6,66677,06069,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-121.0858108 36.6116507)
2021,CA,California,Trinity,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,10,,,8.6,11.5,16060,06105,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-123.114666 40.6478582)
2021,CA,California,Amador,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,9.1,,,8.2,10.1,41259,06005,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-120.653858 38.4435493)
2020,CA,California,Contra Costa,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,69.5,,,66.3,72.4,1161413,06013,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-121.9515431 37.919479)
2021,CA,California,Calaveras,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,7.7,,,6.1,9.6,46221,06009,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-120.5541065 38.1910682)
2020,CA,California,Alameda,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,38.7,,,33.5,43.9,1648556,06001,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-121.912488 37.6471385)
2021,CA,California,Marin,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.1,,,1.9,2.5,260206,06041,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-122.7463958 38.0513667)
2021,CA,California,Fresno,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,16.8,,,13.9,20.0,1013581,06019,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-119.6550193 36.7610058)
2021,CA,California,Lassen,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,32,,,24.5,40.4,33159,06035,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-120.6212225 40.7152866)
2020,CA,California,Imperial,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,78.1,,,74.7,81.2,179851,06025,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-115.3554001 33.0408143)
2021,CA,California,Stanislaus,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,31.4,,,27.7,35.7,552999,06099,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-121.0028311 37.5623162)
2021,CA,California,Humboldt,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,8.5,,,7.2,9.9,136310,06023,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-123.9261757 40.7066554)
2021,CA,California,Stanislaus,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,15.4,,,13.2,17.8,552999,06099,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-121.0028311 37.5623162)
2021,CA,California,Sonoma,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,8.6,,,6.6,10.9,485887,06097,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-122.9261095 38.5251824)
2021,CA,California,Colusa,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.5,,,3.1,3.9,21917,06011,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-122.2375629 39.1777385)
2021,CA,California,Riverside,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,29.3,,,26.2,32.7,2458395,06065,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-116.0022389 33.7298275)
2021,CA,California,Santa Clara,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9,,,7.7,10.4,1885508,06085,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-121.6895401 37.2216142)
2020,CA,California,San Mateo,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,6.1,,,4.0,8.7,737888,06081,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-122.3715457 37.4146725)
2021,CA,California,Modoc,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,31.5,,,26.9,36.5,8661,06049,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-120.7183704 41.5929185)
2021,CA,California,Riverside,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.2,,,31.3,41.5,2458395,06065,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-116.0022389 33.7298275)
2021,CA,California,San Mateo,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,18.7,,,15.9,22.1,737888,06081,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-122.3715457 37.4146725)
2020,CA,California,Calaveras,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,10.2,,,6.8,14.1,46221,06009,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-120.5541065 38.1910682)
2021,CA,California,Del Norte,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,32.8,,,25.2,40.9,28100,06015,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-123.9809983 41.7499033)
2021,CA,California,Siskiyou,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,28.8,,,24.7,32.9,44118,06093,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-122.5332868 41.5879861)
2021,CA,California,El Dorado,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,5.9,,,4.6,7.5,193221,06017,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-120.5342245 38.7856116)
2021,CA,California,Stanislaus,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,14.2,,,12.2,16.4,552999,06099,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-121.0028311 37.5623162)
2021,CA,California,Mendocino,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,6.7,,,5.9,7.6,91305,06045,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-123.4428811 39.4323876)
2020,CA,California,Glenn,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,13.6,,,9.4,18.1,28805,06021,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-122.4016998 39.6025462)
2020,CA,California,San Diego,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,66.5,,,63.9,69.2,3286069,06073,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-116.7761174 33.0236041)
2021,CA,California,San Joaquin,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.8,,,12.1,17.9,789410,06077,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-121.272244 37.9349815)
2021,CA,California,Alpine,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6.5,,,5.3,8.1,1235,06003,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-119.7983522 38.6217831)
2020,CA,California,Napa,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,41.2,,,33.3,48.7,136207,06055,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-122.3259045 38.5070999)
2021,CA,California,Merced,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,15.2,,,12.5,18.4,286461,06047,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-120.7228019 37.1948063)
2021,CA,California,Riverside,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,35.6,,,31.9,39.2,2458395,06065,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-116.0022389 33.7298275)
2021,CA,California,Kern,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.3,,,3.0,3.7,917673,06029,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-118.7295064 35.3466288)
2021,CA,California,Calaveras,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,17.3,,,14.5,20.0,46221,06009,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-120.5541065 38.1910682)
2021,CA,California,Merced,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,70.7,,,66.6,74.1,286461,06047,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-120.7228019 37.1948063)
2020,CA,California,Tehama,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,13.5,,,9.1,18.6,65498,06103,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-122.2322737 40.1261573)
2021,CA,California,Lassen,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,23.1,,,19.4,27.3,33159,06035,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-120.6212225 40.7152866)
2020,CA,California,Orange,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,67.7,,,64.2,70.9,3167809,06059,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-117.7772068 33.6756872)
2021,CA,California,Glenn,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,29.7,,,25.9,33.9,28805,06021,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-122.4016998 39.6025462)
2021,CA,California,Sacramento,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,5,,,4.4,5.6,1588921,06067,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-121.3443291 38.4501363)
2021,CA,California,Tulare,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,14.7,,,12.0,17.8,477054,06107,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-118.7810551 36.2288339)
2021,CA,California,El Dorado,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.4,,,12.0,17.2,193221,06017,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-120.5342245 38.7856116)
2021,CA,California,Imperial,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,26.6,,,22.8,31.0,179851,06025,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-115.3554001 33.0408143)
2021,CA,California,Monterey,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,8,,,6.7,9.3,437325,06053,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-121.3155781 36.2401044)
2021,CA,California,Placer,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,9.5,,,8.3,10.7,412300,06061,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-120.7227181 39.0620323)
2021,CA,California,Shasta,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,14.8,,,11.7,18.2,182139,06089,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-122.0435558 40.7605142)
2021,CA,California,Sierra,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,17.8,,,14.0,21.5,3283,06091,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-120.5219926 39.5769252)
2021,CA,California,Placer,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,11.8,,,9.9,14.0,412300,06061,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-120.7227181 39.0620323)
2021,CA,California,Mono,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,60,,,53.6,66.3,13247,06051,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-118.8751668 37.9158363)
2021,CA,California,Los Angeles,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,7.4,,,6.3,8.5,9829544,06037,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-118.2618616 34.1963983)
2021,CA,California,Mendocino,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,10.1,,,8.0,12.5,91305,06045,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-123.4428811 39.4323876)
2021,CA,California,Colusa,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,30.9,,,26.8,35.2,21917,06011,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-122.2375629 39.1777385)
2021,CA,California,Nevada,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,18.3,,,15.0,21.9,103487,06057,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-120.7713429 39.2975082)
2020,CA,California,Sonoma,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,63.8,,,60.9,66.9,485887,06097,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-122.9261095 38.5251824)
2020,CA,California,Alameda,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,79,,,76.8,80.9,1648556,06001,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-121.912488 37.6471385)
2021,CA,California,Lake,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,7.2,,,6.0,8.4,68766,06033,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-122.7467569 39.0948019)
2021,CA,California,Orange,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.5,,,84.2,88.6,3167809,06059,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-117.7772068 33.6756872)
2021,CA,California,Kern,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,59.5,,,53.9,64.8,917673,06029,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-118.7295064 35.3466288)
2020,CA,California,Stanislaus,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.5,,,31.4,33.7,552999,06099,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-121.0028311 37.5623162)
2021,CA,California,San Bernardino,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,16.2,,,14.3,18.6,2194710,06071,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-116.1815707 34.8566615)
2021,CA,California,Inyo,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.7,,,3.3,4.1,18970,06027,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-117.4042092 36.5621604)
2021,CA,California,Plumas,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.9,,,8.7,11.3,19915,06063,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-120.8243709 39.9922953)
2021,CA,California,Colusa,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,14.4,,,11.7,17.5,21917,06011,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-122.2375629 39.1777385)
2021,CA,California,Marin,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,5.8,,,4.4,7.5,260206,06041,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-122.7463958 38.0513667)
2021,CA,California,Fresno,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,15.7,,,12.4,19.5,1013581,06019,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-119.6550193 36.7610058)
2020,CA,California,Marin,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,68.1,,,64.9,71.0,260206,06041,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-122.7463958 38.0513667)
2020,CA,California,Inyo,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,39.5,,,32.1,47.8,18970,06027,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-117.4042092 36.5621604)
2020,CA,California,Mariposa,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,32.3,,,30.7,33.7,17147,06043,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-119.9117215 37.5743432)
2021,CA,California,Kings,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.3,,,2.9,3.7,153443,06031,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-119.8155301 36.072478)
2021,CA,California,Santa Barbara,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.4,,,13.3,17.8,446475,06083,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-120.0383645 34.5366774)
2021,CA,California,San Joaquin,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,4.2,,,3.7,4.7,789410,06077,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-121.272244 37.9349815)
2021,CA,California,Sonoma,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.5,,,2.2,2.8,485887,06097,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-122.9261095 38.5251824)
2021,CA,California,Trinity,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,4.4,,,4.0,4.9,16060,06105,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-123.114666 40.6478582)
2021,CA,California,Lassen,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,30.5,,,26.3,35.0,33159,06035,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-120.6212225 40.7152866)
2021,CA,California,Santa Cruz,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,23.9,,,20.2,28.0,267792,06087,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-122.0077889 37.0123466)
2020,CA,California,Butte,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,59.4,,,55.9,62.6,208309,06007,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-121.6032086 39.6653362)
2021,CA,California,Alpine,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.6,,,3.2,4.2,1235,06003,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-119.7983522 38.6217831)
2021,CA,California,Calaveras,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,37.4,,,32.7,42.0,46221,06009,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-120.5541065 38.1910682)
2021,CA,California,Sacramento,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,19.8,,,16.7,23.5,1588921,06067,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-121.3443291 38.4501363)
2020,CA,California,Contra Costa,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,31.3,,,30.2,32.3,1161413,06013,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-121.9515431 37.919479)
2020,CA,California,Lassen,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.6,,,33.4,35.8,33159,06035,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-120.6212225 40.7152866)
2021,CA,California,Tulare,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,22.9,,,19.7,26.4,477054,06107,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-118.7810551 36.2288339)
2021,CA,California,Fresno,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,15.5,,,13.3,18.0,1013581,06019,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-119.6550193 36.7610058)
